,Ulasan,label
390,kondisi terima patah,0
391,pakai pisau udah patah,0
392,gagal bisa potong bawang merah,0
393,earphone yg satu ga bunyi,0
394,dapat fungsi alat maklum harga gin,0
395,barang sesuai yg foto batang fungsi,0
396,barang kosong malah konfirmasi kirim  malah yg kirim uang bayar kembali  ahhh,0
397,gak sensitif sama sekali,0
398,bisa pakai gan barang,0
399,barang dummy fake bisa pakai sama sekali,0
400,kirim lambat pis,0
401,barang sangat sesuai deskripsi jual jg ga jelas lambat bgt kirim sm respon nya saran klo ga niat jual barang mending jual yg aja inti kecewa berat jgn beli barang,0
402,barang sesuai deskripsi tidak guna,0
403,barang ga bs dipake bukan krn rusak ato apa tp krn produk yg sampe bener2 ga sesuai sm yg jual kek dummy doang ga mekanisme tombol,0
404,barang sesuai deskripsi,0
405,dus penyok kirim lama chat mau order si jual past respon ketika saya sudah bayar chatpun tak pernah bls kapok beli sini bayar tgl 24 baru kirim tgl 28 biar bintang yg bicara,0
406,masuk tp isi alias tampil aja yg isi batrei ttp ga nambah,0
407,barang fungsi mesti guna seluruh port-nya fungsi dua lebih tak bisa fungsi,0
408,gimana mau kasih ulas barang ganti uang tidak konfirmasi,0
409,barang ada habis tidak pemberitahuan belum,0
410,kata penguin tikus tp ko malah tikung mondar mandir dekat alat usir sama aja beli yg tak guyana2,0
411,barang tes gak ngaruh mana lampu dua hidup dan tombol on off gak fungsi lebih baik gak usah di jual,0
412,barang sesuai gambar  ukur sangat kecil,0
413,murah barang pake langsung robek adahargaadakualitas plus jual lama kirim pihak jasapengirimannya ,0
414,xl kecil banget gak sesuai,0
415,barang sesuai harap,0
416,kemas jelek barang coba lsg copit benang2nya,0
417,thanks,0
418,dus hancur gan packingnya terlalu paksa,0
419,kabel nya gak ngecash buang2 duit,0
420,paket sdh terima tp barang lecet,0
421,barang kosong,0
422,rada keras lap boleh lah,0
423,barang yg kosong gak konfirmasi barang yg lama d kirim,0
424,next time ubah status jadi kosong donk gan,0
425,cukup kecewa headtset belah kiri mati suara cukup bagua,0
426,kembali uang info barang kosong ,0
427,respons jual baik barang yg kirim sesuai spek yg tawar kecewa,0
428,batre tahan 20 mnit drop langsung pd setel mp3,0
429,barang rusak saya beri bukti foto n video tp proses lama jadi pilih batal komplenan dgn hasil uang kembali dan barang saya kembali,0
430,kabel gak mau cepat charging,0
431,barang ada tulis stock ada,0
432,bisa nempel dasboard,0
433,barang nya baru pakai 10 menit udah low bat padahal cas 1 malam,0
434,pakai gan belum baterai habis telah charge konek bluetooth nya dan akhir bisa pakai,0
435,beli 3 cuma 1 bisa pakai,0
436,tampil yg kirim beda,0
437,sen 6pc yg retak 1 retak tp nyalah amp yg atu lg lampu nya ky mau putus gitu tp yg nya oke gk da mslh tlg cek lg sblm kirim barang 2 nya amp usaha da yg cacat,0
438,nyata barang kosong konfirmasi dulu mas kalau kosong biar di tukar sama lain,0
439,barang sesuai gambar order,0
440,walaupun brng sesuai untk kirim lama respon y,0
441,mohon baik layan harga beli jangan asal kirim pesan kl barang gak gak sesuai pesan nanya dulu sharusnya masih mau gak,0
442,barang sesuai klo gk jngn bilang ready toko online bnyk yg jjr hadeeeeeh,0
443,barang kirim ada pemberitahuan kalau barng kosong,0
444,tombol hapus fungsi its freaking bad,0
445,beli 2 tombol hapus ndk fungsi semua mau komplain ada vidio posisi keluar kota dapat informasi barang ndk fungsi semua,0
446,tombol hapus fungsi,0
447,warna sesuai pesan cuma tulis ato gambar jelas kurang terang bentuk lcd sesuai tampil gambar tokopedia padahal awal bilang cancel tapi tetep dijalanin ya so so lah harga segitu ,0
448,tombol hapus fungsi,0
449,order pertama 1pcs rongsok nyesel banget irder toko ini harus nunggu order oertama dateng dulu baru order lagi bener aja order dua dapet barang rongsok klo masalah kirim lama toleransi lah barang tongsok jual dong baik alias jual percuma dong beli klo ngak bisa dipake uang emang ngak berapa tolong dong percaya beli jaga agar faedah buat yg beli berkah buat yg jual terus packingan jgn cuma bubble wrap percuma domg biaya asuransi klo packingan ngak jaga,0
450,barang yg kirim pesan ikut beda yg pertama tombol on off masalah bisa sih coret,0
451,barang baru pakai beberapa hari bisa clear bekas coret,0
452,pesan proses lama padahal langsung konfirmasi warna minta warna hitam checkout tp ngotot tolak jual tetep kirim random nyata barang yg kirim barang rusak bisa reset display corat coret pantes ngotot kirim random pesan senin gak di proses2 br hari jumat cuma jd rongsok not rekomen seller,0
453,dah tulis tp ndk hapus,0
454,barang kosooooong,0
455,sampah anggap aja sedekah deh produk sampah langsung gak dipake buka stay away,0
456,minta kuning kasih gold tak omong,0
457,gak ad barang mohon baik layan harga beli jangan asal kirim pesan kl barang gak gak sesuai pesan nanya dulu sharusnya masih mau gak,0
458,salah ukur kurang perhati jual,0
459,barang fungsi kirim mohon cek kembali,0
460,sangat kecewa udah tanya amp 34 readynya barang malam tgl 2 order subuh 04 55 tangl 3 bukan kirim pagi sore ditgl 3 malah undur terus kirim selalu alas beberapa kali minta cancel ribu alas juga saya kaya gin butuh cepan converter hdmi nya 3 barang lain paksa order toko kota saya jd yg paket ngak kepake percuma presentasi senin td pagi saya order toko hitung saya sabtu minggu sampe kirim tgl 3 sore karena jnt minggu tetap buka dan tau kirim tgl 5 siang baru sampe sekarang buang buang uang disruh cancel otomatis dicancel alas bayak,0
461,barang sesuai gambar kualitas suara kurang baik selalu dengung saat mic off saran pilih jasa kurir tambah jangan j amp at saja soal kemarin ambil sendiri gudang,0
462,tdk logo jbl nya huuuffffg,0
463,sen 4 barang yg nyampe 2 walopun refund cash tp harus ad konfirmasi dulu,0
464,sory gan gw kecewa ,0
465,barang kirim tp cukup tanggungjawab lah karna kembali uang cash selip kirim yg,0
466,barang fungsi charger malah panas,0
467,maaf sesuai deskripsi harus konfirmasi dulu kirim beda deskripsi terang doff yg datang bening botol terima kasih,0
468,pesan sesuai deskripsi pesan ni-cd kirim ni-mh,0
469,sesuai gambar ya tp harga segitu ya lah ya ,0
470,cukup baik sesuai harga,0
471,jangan beli sini barang gak bagus,0
472,barang fungsi baik  face id jadi jalan  face id satu flexible connector speaker,0
473,tetap blackscreen lcd nya gan terimakasih atas alam tambah ilmu gan mau retur tetap ga posisi lcd pasang diframe nya tested blackscreen tp biar lampu layar padam posisi standby trus tekan tombol power masuk home menu lihat jelas normal telah pasang frame sangat hati2 jd blackscreen terus retur jelas ga bisa segel rusak,0
474,salah kasih barang hati2 toko,0
475,touch screen fungi,0
476,bukan original apple original spare part mohon kali ulang seperti,0
477,kualitas parah kirimin pertama blank retur kedap kedip gar,0
478,baru pakai 2 hari udah gk nyala lcdnya,0
479,ts nya ga fungsi ,0
480,seller ketik lapak advan s5e full view 4g padahal buat s5e pro 4g kayak judul lapak udah ganti pas dichat jawab datar kata tak retur kalo salah tipe padahal sellernya yg salah ketik tak solusi akhir begono ,0
481,barang cepat sampe cuma nga fungsi nga pake gan  bukan ori,0
482,barang sy trima cuma frame nya sesuai pesan chat buat solusi cuma baca saja sungguh kecewa,0
483,lubang presisi miring,0
484,muas i love tokopedi a suksma tokopedia,0
485,longgar ,0
486,maf gan anti gores ny kok gelembung gt d pakai jd jelek lihat hpny,0
487,terang isi 10 nyata 1 biji biji lo tuh muahal baut segitu 5rb,0
488,sesuai pesan packing kurang rapi,0
489,barang ok tp layan kurang,0
490,produk kirim uang ambil jual,0
491,bukan barang baru ic mati,0
492,cepat respon cuma barang sesuai foto makas,0
493,kurang rasa hormat jual lima ic palsu tidak bisa fungsi anti ic yg asli sekali mohon maaf tahu bukan salah jual palsu semikonduktor sering jadi belakang yg asal pabrikan,0
494,ini yg sampai,0
495,barang lengkap tidak sesuwai jawab diskusi,0
496,photo transistor sesuai produk yg kirim kirim transistor palsu tulis transistor sablon transistor pasang langsung jebol,0
497,barang tidak sesuai pesan,0
498,alhamduliah barang terima tapi kang kabel usb nyakok warna grey  padahal pesan putih telah test barang alhamdulialh lancar terima kasih kang,0
499,kayak enggak ori isi lambat seperti orinya,0
500,terima kasih yaaa order apa yg kirim apa padahal sdh diskusi produk ready notes invoice lengkap ,0
501,layan kurang muas slow respon sangat,0
502,merk campur beda2 kualitas sesuai harga,0
503,produk ukur lebar gak sesuai gambar tingkat kualitas barang gan,0
504,sesuai pesan pesan size m dateng size xl,0
505,sesuai deskripsi kurang gk pake busa pake kawat,0
506,barang terima tidak sesuai ukur ukur xl anak2,0
507,sesuai deskripsi kecewa sama online shop ini awal kira kalau bodypack mah aman bagus jadi mau coba jadi kirim lihat belakang pas lihat eh nyata detail ukur jelas amp meleset dr angka yang paling tonjol sletingnya yg sesuai retur kalau bisa saya ragu toko official store bodypack,0
508,official store tp buruk kecewa,0
509,di pesan beda kirim,0
510,ga sesuai kaya barang loak,0
511,gak sesuai gambar bahan mirip jaket 50rbuan,0
512,harga 200rb 39 an  kualitas 70 rb 39 an  maap sedikit kecewa,0
513,sssobek,0
514,barang 2 minggu sy kirim sis tolong kirim krn sepatu yg dikomplen mau hadiah saudara sy tunggu kirim dr bata official,0
515,bagus sich sayang banget blm pakai udah sobek dikit2 pinggir kalau mau kirim cek dulu ya,0
516,sangat kecewa produk kirim seperti gambar kirim malah warna putih benar benar kecewa,0
517,sangat buruk sekali saya uda bayar sy komplen uda kirim barang barang kirim saya sangat buruk layan sangat sesal sama percaya bgitu saja kata mau kirim sy ud mnunggu cukup lama kirim sangat sangat kecewa beli,0
518,proses barang lama padahal butuh ,0
519,trimakasih 1hr lgsug sampe maf bru konfr,0
520,stock lama sudah bnyk kelupas,0
521,gede banget no 36 kyk no 37 gk kepake akhir,0
522,kecewa berat  1 respon jual sangat lama kurang 1 jam auto cancel resi baru diinput 2 minta ganti size via chat jawab 34 iya 34 nyata ganti 3 ganti kurir pemberitahuan lebih dahulu akibat kena charge lebih satu barang jadi kirim ganti lebih ongkos kirim 4 salah tulis alamat paket misroute 2 kali 5 minta hubung kurir revisi alamat jawab 34 kami cek dulu 34 lalu hilang  saya ubah feedback jika tanggung jawab untuk selesai masalah ,0
523,kecewa berat  1 respon jual sangat lama kurang 1 jam auto cancel resi baru diinput 2 minta ganti size via chat jawab 34 iya 34 nyata ganti 3 ganti kurir pemberitahuan lebih dahulu akibat kena charge lebih satu barang jadi kirim ganti lebih ongkos kirim 4 salah tulis alamat paket misroute 2 kali 5 minta hubung kurir revisi alamat jawab 34 kami cek dulu 34 lalu hilang  saya ubah feedback jika tanggung jawab untuk selesai masalah ,0
524,produk out of stock pakai nomor resi produk kirim belum sampai curiga sama tetangga kurir jne memang kasih barang ganti tetap tidak teliti kalian buat hubung dengan orang tidak baik mohon baik depan,0
525,mesan kirim butuh waktu cukup lama 3 hari baru kirim packing lama itu mungkin pesan banyak merchant pun sama kayak padahal kalo lihat tracknya hari aja udah sampai barang biasa pesan normal terima 1-2 hari bisa minggu,0
526,udah order nyata stok ga sedia harus klo ga jangan dulu pasang etalasee,0
527,,0
528,sakit pake kaki lecet,0
529,sepatu beda foto  tingkat profesionalisme tidak malu official store bata,0
530,kulit sepatu yg sedikit sobek bagi pita hampir copot,0
531,sen julio kirim evoluti,0
532,kecewa sepatu baru dipake jalan 1x jangka waktu 1 jam tali putus bahan kulit tidak mulus lem2,0
533,hmm gimana  parah si,0
534,kecewa banget pilih ukur dewasa no 38 malah kirim no 5 ukur anak,0
535,produk jelek pakai tapak lepas,0
536,kecewa berat  1 respon jual sangat lama kurang 1 jam auto cancel resi baru diinput 2 minta ganti size via chat jawab 34 iya 34 nyata ganti 3 ganti kurir pemberitahuan lebih dahulu akibat kena charge lebih satu barang jadi kirim ganti lebih ongkos kirim 4 salah tulis alamat paket misroute 2 kali 5 minta hubung kurir revisi alamat jawab 34 kami cek dulu 34 lalu hilang  saya ubah feedback jika tanggung jawab untuk selesai masalah ,0
537,kecewa barang blm sampai,0
538,gan kalau packing yg bener aja dong masa kertas nya robek kecewa,0
539,official brand bata jual barang reject terang sangat cawak,0
540,barang terima size gk sesuai minta tuker malah gk di kasih alamat nya,0
541,saya blm nerima barang nya sandal bata obama no 41 upaya diskusi toped suruh mengaupload foto barang gmn mo foto nerima barang nya aja enggk mohon cek transaksi atas nama may ahmada umbara tasikmalaya satu invoice pesan ke sandal anak bubblegumers transaksi selesai tp gk nerima barang toko ini silah cek transaksi nya no resi tidak pernah saya terima terimakasih,0
542,ukur lebih besar deskripsi sendal pd umum catat toko tulis bijak tukar ukur bisa tpi nyata layan so bad klo mmg gk tukar blg dri awal gpp malah kacangin so bad,0
543,minta tahu kirim tempe,0
544,order pakai jnt kirim pakai pos barang sesuai pesan packing rapi terimakasih,0
545,apa mau ulas produk jadi kirim jual  kecewa berat  1 respon jual sangat lama kurang 1 jam auto cancel resi baru diinput 2 minta ganti size via chat jawab 34 iya 34 nyata ganti 3 ganti kurir pemberitahuan lebih dahulu akibat kena charge lebih satu barang tidak jadi kirim ganti lebih ongkos kirim 4 salah tulis alamat paket misroute 2 kali 5 minta hubung kurir revisi alamat jawab 34 kami cek dulu 34 lalu hilang  saya ubah feedback jika tanggung jawab untuk selesai masalah ,0
546,kecewa kesel banget sama official store bata beli sandal nomor 42 yg kirim malah nomor 40 pantes aja gak muat pas coba kata nomor 42 pas chat kira gak masalah kirim barang nyata ada mana udah lanjut klik 34 selesai 34 paket buka krn mikirnya gak masalah ya tanggung jawab sbg jual sandal tks,0
547,pakai satu hari  jebol begini ,0
548,kayak sepatu bekas kelupas,0
549,barang reject jual murah payah diskon nipu kapok beli bata online,0
550,barang sesuai deskripsi packing asal2an kardus sobek,0
551,ukur sesuai terang jd sandal kurang besar 1 nomer atas sampai cepat,0
552,minta 45 malah kasih 43,0
553,ukur di minta sesuai,0
554,5 tahun member bata saat saya sangat kecewa layan bata ecommerce sungguh buruk ,0
555,produk out of stock pakai nomor resi produk kirim belum sampai curiga sama tetangga kurir jne memang kasih barang ganti tetap tidak teliti kalian buat hubung dengan orang tidak baik mohon baik depan,0
556,barang salah kirim ongkos kirim bolak balik nya sama kyk harga spatu nya jadi terima aja deh,0
557,produk memang sesuai deskripsi tp kirim 26 hr bru stelah bbrp kli tegur ekspektasi bs unt lebaran tp nyata ga bgt,0
558,dos packing ancur parah,0
559,pesan warna putih yang kirim warna abu lebih teliti ecek barang kirim,0
560,d tulis d catat no 35 tp d kirim no 36 kata sesuai sistem krn pesan d no 36 oke gpp tp d seler meski sesuai sistem tp kalau catat utk jual seller nya nanya dulu ngga bukan ngomel tp fakta terima kasih barang bagus cepat tp gede terima kasih ,0
561,repon kirim biasa aj gak cepet buat barang kualitas lumayan tp kena lem bagi kanan kayak d foto nya cek belum kirim kotak nya jg ancur banget gak rapi,0
562,pesan nomer 40 dtg nomer 39 jd kecil mentang2 beli flash sale kasih gak sesuai kecewa bgt,0
563,terlalu kecil rantai terlalu pendek,0
564,pesan tanggal 5 sampe tanggal 11 super sekali,0
565,kualitas sesuai harga,0
566,salah satu official store yg paling kecewa sudah bayar extra jne yes order 4 hari libur saya tunggu 11 hari hingga ke tangan saya barang yg kirim tidak mulus seperti barang reject not rekomen ,0
567,kelas official store begini nih rating kirim hahaha mending gausah proses deh udah basi banget order kapan kirim kapan,0
568,utk tas harga 299rb kualitas biasa,0
569,motif seperti ada d gambar kecewa,0
570,seumur2 suka sm brodo tp kecewa beli sptu ini bbrp jahit rapi bahkan lepas beli second bau sepatu aja yg baru iya tau kok produk wh sale tp perhati lg layak produk gabisa retur ya baik,0
571,harga hampir 500k jujur kualitas ckup kecewa,0
572,pesan 24 nyampai tuju tgl 29 lama banget bro padahal pakai jne yes,0
573,bad service smoga lebih harga costomer,0
574,barang datang sesuai pesan sudah lanjur tekan transaksi selesai mudah2an pesan yang sedang proses sesuai pesan saya,0
575,lumayan lumayan lumayan deh,0
576,barang kosong habis,0
577,lumayan lumayan lumayan luayan,0
578,bad service moga lebih harga customer,0
579,zipper nya rusak  padahal br 1 kali pakai,0
580,kecil2 kaos kaki gak muat kaki anak,0
581,proses kirim cepat proses jual kurang bagus buyer catat size warna mohon tanya buyer mau size apa jangan kirim size random semua pack motif warna sama semua ada inisiatif sendiri sama sekali,0
582,packing luar kota harus pake bubble wrap kak jadi gak penyok2 kotak,0
583,produk nya bagus admin toko gak bagus baru transfer via va m-banking bca 1menit salah alamat gabisa cancel  gabisa rubah alamat sama official store gak professional nyusahin konsumen sampai buat surat nyata pihak jne telpon pihak jne jakarta  bandung pusat ubah alamat bantu sama sekali belanja online paling sebal pernah alami,0
584,ukur kecil klo mau beli size dilebihin misal size 42 beli 43 size 43 beli 44,0
585,padahal udah tulis terang size pes kirim size beda saat mau tukar ribet banget  kapok,0
586,bahan sepatu kaku kalau pakai bikin kaki lecet,0
587,bagus quality but the worst marketing managers without any mutual respect for cust,0
588,barang sih oke tp slow banget responnya coba deh tingkat ke depan,0
589,gak layak sebut jam pria strap kecil diameter jg krg utk dipake cowok sy kasih sm bantu sy jam cewek cukup sekali,0
590,minta kembali dana kecewa bgt sesuai gambar besar dtg kecil sekali,0
591,jam tangan anak2 jual ukur terlalu kecil kecewa belanja sini jangan belanja sini diskon ga jelas ukur,0
592,model bagus tp deskripsi specsnya salah smua lenganny kecil liat spek ny diameter 44mm jd beli trnyata 51mm kayak yg wrna kuning pdhl naksir yg wrna kuning tp krn 44mm jd beli d lah trnyata sama aja ukur sama yg kuning jd bagong bgt kayak jam power ranger admin jg ga friendly ga mo ngaku salah,0
593,kelas official store jual barang bm mesin jelek kacau moga berkah aja jangan percaya harga diskon nipu rugi,0
594,barang yg terima beda yg pesan bikin kecewa pdhl jelas nomor seri yg pesan beda yg terima mulai dr case beda  case yg pesan warna gold bagi depan yg terima case silver smua lalu strap warna beda amp kait beda  yg pesan kait bahan bukan webbing macam stainless warna gold juga yg terima strap trnyta bahan webbing amp warna hitam pdhl harga lumayan  haduuhh payahh,0
595,kirim lambat slow respon kurang puas barang china kartu garansi kurang yakin,0
596,barang bagus scr design warna tp date nya kurang otomatis y pertama kali pakai sy manual kan date 3hr trus jalan lg normal hari sama date nya gak jalan otomatis benar asli kan apa cara kerja nya mmg spt or bgmn lalu warna biru nya sdh mulai lihat pudar sisi bawah baru sy pakai 2 minggu kok cepat skl beli jam tgn 600rb baru pudar 2th stlh pakai bs jelas biar bintang nnt bs bicara utk anda claim garansi toko anda krn harga jam mahal shrsnya sesuai kualitas thank,0
597,sangat kecewa batal beli karena salah kirim juga minta tunggu retur barang stok kosong respon jual penyelesain retur barang sangat lambat,0
598,1 bulan udah rusak kira abis baterai nyata baterai full pas cek toko jam nyata belum udah pernah bongkar ada karet yg lepas,0
599,respon packing sgt baik agak kecewa tnyt mesin china bukan jepang jdi kurang percaya ori,0
600,kaya jam anak anak nyata pas dr dekat build nya jelek masak casio 700rbuan kaya begini iya sama bukan garansi casio indonesia harus terang kasih tau kalau bukan barang resmi indo,0
601,ada kartu garansi kata brand resmi original apa kw jam nya sangat kecil jauh kira mah jam nya anak2,0
602,lumayan dah buat koleksi anak anak,0
603,kaca jam ny lepas g tanggung jwb,0
604,kecil banget kecewa banget,0
605,jam ukuranya kecil jd ngk sesuai ekspetasi,0
606,sy order yg tipe mq 71 4bdf malah seller kirim tipe yg sy gak suka  kalo emang gak stocknya tlg dong sy diberitahu jd sy bs pilih model lain sy kapok gak mau belanja toko lg,0
607,tunggu dr retur akhir dtg jg baik kirim pasti kondisi jam ada baik beli rugi waktu biaya retur update 25 dec 2018 baru coba pakai hari hadiah natal keponakan saya nyata jam masalah lg tidak hidup kembali rasa malu bagai hadiah tp kecewa,0
608,barang biasa aja untung beli dapet harga flash sale kalo harga asli dbandingin sama barang mah mending beli merk aja mana sellernya ngeproses beli lama bener lagi bintang atas cuma buat nilai barang jadi bisa dapet bintang 2,0
609,terima barang kirim kondisi mati kemudian di klaim responnya lama banget ketika minta alamat toko offline retur mana biaya sendiri kes ditutup2i sorry for this comment,0
610,walpaper jam kaca lecek tengah ga sesuai pict,0
611,sangat kecewa retur baik masih cacat pula harga gin sangat worth,0
612,buckle harga 200ribu waktu datang kondisi banyak lecet baret seller cuma kata 34 kalau besi memang gitu lecet pakai 34 fungsi deploynya juga suka ngadat sangat kecewa kualitas tidak banding harga,0
613,respon lama seller komunikatif,0
614,waduhhh bro kurang teliti qc  tp utk harga segitu lah  yg bopeng bagi lingkar jam kait ane kira stainles nyata plastik thx yah overall puas bro ,0
615,jam nya beda yg pernah sy beli dulu toko jg tidak logo  merk nixon nya yg skrng,0
616,packingan cmn buble 1 lapis  bahkan jam lihat luar kali perhati packingannya,0
617,proses kirim lambat makan wak tu minggu sampe rumah,0
618,barang sampe thanks lumayan bagus,0
619,apik tenan brooooooooooooooooooooooooooooooooooooooooooooooooo,0
620,barang sampai,0
621,oke makasih barang udah,0
622,gak disetting 24jam harga rupa,0
623,waduh baru sekali kena air langsung masuk deh air nya kata kuat air saya cuma pake wudhu kalo pake renang hadeuh,0
624,kecewa gan baru pakai sekali knapa lansung embun kena air,0
625,sip      ,0
626,------------------------------------------------,0
627,3 hari baru kirim mana barang salah,0
628,merk beda deskripsi foto,0
629,kurang mumuaskan kabel,0
630,gimana mau review kirim jugal kagak padahal diskusi ngomong ready,0
631,bisa pakai maaf lama balas beli mahal2 tidak bs pakai g rekomen ed terima kasih sy rugi banyak sekali,0
632,barang yg kirim sesuai terang  proses refound 2minggu,0
633,dapat batrai produk usang barang bekas,0
634,ada softcase nya,0
635,chat minta nota g kasih dimintain solusi gak balas barang kirim bubblewarp mohon baik layan depan ,0
636,produk yg kirim kualitas jelek sekali,0
637,barang sampai sampai orang atas nama erna entah siapa,0
638,beli sini ada softcasenya terima ada softcasenya,0
639,kabel putus ga konek,0
640,kirim lambat bilang hari juga nyata nunggu 2 hari,0
641,foto barang sesuai deskripsi barang mohon gambar ubah gambar md to hdmi deskripsi barang md to vga,0
642,barang yg kirim sesuai yang pes,0
643,converter usb to vga pakai masih tetap barus bayar moga berkah ya thanks,0
644,gan pesan 2 barang yg datang kirim cuman 1 barang gimana nich rugi banyak klo gin,0
645,produk sampai dan uang d kmbalikan,0
646,tampil mouse nya beda sama lain,0
647,barang sdh sampai sayang kemas kurang rapi bisa bilang rusak barang msh aman mohon d tingkat emas,0
648,pakai daya lemah bila pakai lebih dua slot,0
649,barang rusak kata di bailikin,0
650,posisi semua port usb on semua lampu hidup colok kabel 1 keyboard xternal - ok docolok kabel 2 kabel speaker laptop coba lubang 3 4 5 6 7 semua lampu mati gtu ,0
651,barang sih cukup guna kirim barang sesuai warna hitam,0
652,barang palsu nih coba hubung nyata terdetect usb 3 0 sangat kecewa,0
653,warna sesuai pesan chat pemberitahuan jg,0
654,mantapppp,0
655,kirim lama sekali amp amp ada follow up seller kena komplain tsb packaging 39 y plastik kresek kualitas barang biasa saja semua lubang fungsi hanya saja utk colok usb otg sangat sangat keras amp amp susah sekali,0
656,kecewa sesuai deskripsi compatible usb 3 0,0
657,tulis doang usb 3 0 asli usb 2 0 cuman warna portnya aja biru not rekomen ed gan,0
658,analog kanan bisa pakai,0
659,payah  tulisin terang minta mtech  ehhh di kirim apa maksa banget,0
660,sen nya joystick merk m-tech di kirim nya beda merk nisuta ,0
661,produk terima saat ini sudah yang centang selesai sangat kecewa selesai transaksi otomatis tokopedia tokopedia revisi bijak untuk otomatis transaksi selesai bila 2 hari barang terima masalah kalau barang terima mes jatuh tangan orang lain otomatis 2 hari transaksi selesai,0
662,lapak merk mtech tp yg kirim nisuta barang sangkat ringkih enteng sblm beli mhn hati gan biar ane aja yg kecewa,0
663,kualitas produk   kapasitor bakar 2 biji layan   kirim  ,0
664,packing rapi tapi barang otor ga sesuai merk deskripsi debu ada bocel lecet analaognya  tapi fungsi baik,0
665,makasih mas salah kirim next time cek dulu ya,0
666,kurang muas gan barang terima satu tombol nya fungsi tidak sesuai deskripsi kecewa berat gan,0
667,gamepad cuma satu doang yg,0
668,barang sih cepat tapi bisa fungsi rusak,0
669,sticknya atu doang yg nyala,0
670,sedang tunggu uang kembali krn bisa kembali barang yg sama,0
671,gan minta rj45 ko kasih tang rj nya,0
672,barang yg pesan sesuai pesan pesan 2 jenis barang yg datang cuman satu rugi banyak,0
673,barang sesuai gambar ekspektasi,0
674,barang retur gara2 pointer mouse ga jalan alias ga d guna ongkir retur beban beli smua smpai biaya kirim balik lapak nya ga mau rugi banget untung mouse nya retur jalan baik bisa guna n lancar,0
675,mouse nya gak ikut kursor,0
676,kecewa tulis pesan warna hitam kirim malah warna putih,0
677,baru 2 hari tidak nyala mousenya karena battery nya habis padahal pakai battery bawa mouse kadang nyala kadang mati pencerahaannya,0
678,sip lah walaupun lama banget,0
679,kemas nya kurang rapih,0
680,gambar iklan hitam  ga kasih terang warna kirim putih  ga usb receiver nya jual ga kasih solusi  mau komplain nnt kasi duit ga masuk ikhlasin aja lah ,0
681,barang kirim bisa pakai rusak minta solusi via chat ditanggapin seller kurang tanggung jawab hal garansi barang cacat seller dalih barang tes normal kirim saat barang sampai seller lepas tangan sudah lah,0
682,barang terima cepat harus kirim di check di coba karena beli mouse fungsi satu unit proses refund jalan baik,0
683,ntah lagi apes bukan port usb yg terima ga deteksi usb 3 0 semua portnya deteksi 2 0 padahal tuju beli supaya bisa deteksi usb 3 0 untuk layan sellernya sendiri baik saya cuma kecewa sama produk saja,0
684,sumpahh kecewa parahhh sia - sia gw bayar mahal buat go send instant courier 3 jam barang dateng 6 jam kemudian gilaa gilaa gilaaa sumpahh nyesel gw beli sini respon lama pulaa gw sampe dimarahin cust sama atas gw mesen instant karna urgent apa gw dapet,0
685,pertama toko besar packing nya pelit sampe bungkus usb hubnya robek dua saran buat yg mau beli konek keyboard mouse mending jangan pakai yg murah output gk ngangkat jadi suka disconnect gitu,0
686,baru pake 3minggu dah rusak euyy,0
687,fungsi coba bagai komputer bisa koneksi flashdis kecewa,0
688,minta warna apa yg dtg warna apa,0
689,nih gara 34 salah pilih kurir jadi ane ngomel 34 mf soal ane di omelin langgan gara 34 lama barang,0
690,rusak gabisa dipake mati mati,0
691,kirim barang lambat,0
692,jual mau tanggap keluh rusa barang beli,0
693,lumaaayaaaaannnn,0
694,koneksi jelek sering baca repot mesti re plug ulang kalau baca,0
695,analog kanan gak fungsi maklum harga lewat murah,0
696,asa ane dah bilang kirim barang kualitas baik deh ini arah pencet lepas gak balik tp yasudahlah ckckck - - 34,0
697,barang rusak bisa pakai error terusss,0
698,jual gk respon barang eror,0
699,maaf entah sana kualitas produk kurang bagus barang defect bom 1 minggu pakai analog kiri macet suka atas sendiri,0
700,kirim barang ruksak wkwkwk,0
701,barang sampai sekitar 1 bulan kata masalah jne padahal barang terima oleh jual tanggal 7 januari 2019 minta kirim ulang mau rugi ongkir jual ada respons otomatis tanggal 14 januari 2019 uang harga nominal barang ke saldo sedang uang ongkir hangus saya jadi rugi,0
702,barang rusak stik retak kirim,0
703,terima kasih  joystick sampe kirim cepat seller cepat response,0
704,framenya clunky tombol mappingnya gabener  o jadi segitiga dll yah budget gaming boz,0
705,stick datang 2 tombol tidak fungsi,0
706,masa kirim nomer 3 padahal situ tulis alamat nomer 33 untung tetangga jadi tau,0
707,barang sampai langsung ditest button arah bawah fungsi padahal deskripsi ditest kirim,0
708,ga kedetect ga dipake zzzzzz,0
709,barang ga di pake gimana dong mau tuker dongg punya orang soalnyaaa,0
710,bisa guna,0
711,pesan 2pcs tp kirim satu minta tlg kirim kurang barang tp kata gak bs cm di transfer balik uang,0
712,lumayan analog kiri stik gak fungsi padahal udah setting emulator analog kanan bisa,0
713,bingung install softwarenya gak komplit memang gak support windows 8,0
714,barang sampe sablon miring,0
715,barang nya ga dateng tpi tulis datang,0
716,gabisa d pake ga nyala sama sekali,0
717,chat minta nota g kasih dimintain solusi gak balas barang kirim bubblewarp mohon baik layan depan ,0
718,barang tak kirim tpi udah refund kok,0
